Level Title,Course ID,Username,Game Style,Theme,Brief Description,Difficulty,Picture
The Mario Takes Flight!,8D65-0000-019C-E1F2,3li,NSMBU,Overworld,Just a quick level because I thought the wings were fun.,,
Wriggler's treehouse,9883-0000-0126-9EBD,Old-Red-81,SMW,Ground,A normal level with an optional shmup section at the end. (Hidden P-switch),Normal/Hard,
Splish Splash,C32C-0000-00F0-3296,Old-Red-81,SMB,Water,My only underwater level so far and it suprised me how well it turned out.,Normal,
Super Maker Bros. W1-6,5F8D-0000-01A1-68B8,NNID: trunks2003,SMB,Ghost House,What awaits you at the end of this haunted mansion? MWAHAHAHA! >:),Expert,https://supermariomakerbookmark.nintendo.net/courses/5F8D-0000-01A1-68B8
Turtles and fire.,55E7-0000-01A0-0C17,Allie,SMB,Underground,My level includes some challenging but fair platforming. Along with lots of turtles and fire.,Medium/Hard,
Super Mario Land,,,,,,,
Bowser's Invitation,6021-0000-0199-6BF9,mattxsweat,SMW,Castle,"Bowser has invited Mario to his Castle to make ""peace"". What does Bowser have in store for our hero in red?",Super Expert,https://supermariomakerbookmark.nintendo.net/courses/6021-0000-0199-6BF9
Mario and Bowser Tag Team,0AB5-0000-019D-2B41,mattxsweat,SMB,Castle/Airship,Mario has asked for Bowser's help to defeat a Bowser imposter that took over his castle! What path will you choose? (Depending on which path you take you are either Bowser or Modern Mario),Expert,https://supermariomakerbookmark.nintendo.net/courses/0AB5-0000-019D-2B41
Mario Ventures The Sewers,0FDA-0000-01A0-7327,mattxsweat,SMW,Ground/Underground,"Mario got a call from Princess Peach that her water wasn't running, so Mario is actually going to do his job as a plumber and check the sewers for what might be the problem. Is a pesky Pirahna Plant blocking the water line, or could there be a prankster roaming about in the sewers...?",Expert,https://supermariomakerbookmark.nintendo.net/courses/0FDA-0000-01A0-7327
TLofZ: Bowser Steals The Triforce,859A-0000-01AA-C142,mattxsweat,SMB,Ground/Underground,"The Triforce of Power was stolen from Ganondorf (the irony) by Bowser! Its up to Link to finally return the Triforce to the Sacred Realm. Play through this Legend Of Zelda inspired level, with vines acting as Link's veritcal movement through different rooms. Solve puzzles and defeat enemies to find Bowser and take back the Triforce!",Expert,https://supermariomakerbookmark.nintendo.net/courses/859A-0000-01AA-C142
Super Sane Bros.,E6C2-0000-01AD-EA05,mattxsweat,SMB3,Ground/Underground,"A easy kick back level with the fundamental core elements that make a Mario level enjoyable. At the end of the level, find a Super Mario Bros. Arcade themed portion and play through it if the timer isn't quite low :)",Easy,https://supermariomakerbookmark.nintendo.net/courses/E6C2-0000-01AD-EA05
Super Crazy Bros.,ADA2-0000-016F-ABF0,mattxsweat,NSMBU,Underground,"As stated in the title, this is the opposite of Super Sane Bros., where your sanity will be questioned and mario skills will be put to the test.",Expert,https://supermariomakerbookmark.nintendo.net/courses/ADA2-0000-016F-ABF0
Lots Of Blocks And Stuff,A910-0000-016E-B73F,mattxsweat,SMB,Ground,"Just lots of blocks and stuff, choose to go the easy path or the hard path.",Normal,https://supermariomakerbookmark.nintendo.net/courses/A910-0000-016E-B73F
Pirahna Place,1FFA-0000-01AF-E4C6,RusselZ,NSMBU,Ground,My first stage. Medium/Hard with an emphasis on jump and spinning,Medium/Hard,https://supermariomakerbookmark.nintendo.net/courses/1FFA-0000-01AF-E4C6
Mario and Yoshi vs. Bowser,6775-0000-01B0-15A4,RusselZ,NSMBU,Castle,Need to defeat Bowser to fly to the end.. You can defeat Bowser using his Bom-omb or you can use Yoshi and hit his fireball back at him.,Medium/Hard,https://supermariomakerbookmark.nintendo.net/courses/6775-0000-01B0-15A4
Dodge!!! (Danmaku Style),BF57-0000-01B2-767D,RusselZ,NSMBU,Ground,Dodging lots of enemy attacks.,Medium/Hard,https://supermariomakerbookmark.nintendo.net/courses/BF57-0000-01B2-767D
A madhouse where insanity rules.,4FC3-0000-01B6-88D9,GamerMind,SMW,Ghost Huse/Castle,,,
Hard Hat Area,9175-0000-0148-FD6E,Agent_CH,SMB,Ground,An obstacle course with stuff raining down on you. Can you get the helmet?,Expert,
Bloopstacle Course,1EFA-0000-0150-1BA3,Agent_CH,SMB,Underwater,An underwater obstacle course. There's a costume hidden somewhere.,Normal,
Battle in the Sky,E027-0000-015B-CD26,Agent_CH,NSMBU,Ground/Airship,A shmup level. Fight Bowser's army and Bowser himself (or skip him).,Normal,
Lost in a Crowd,675A-0000-0160-8BE2,Agent_CH,SMB,Underground,Costumes make Mario blend in with the crowd.,Normal,
"Feeling Weak, Feeling Powerful",2E6B-0000-0172-3C5B,Agent_CH,SMB3,Ground/Underground,"Get the star, then run through the spikes. (2nd room has a reset door if need be.)",Expert,
Yoshi's Cave of Puzzles,1641-0000-0178-CEBA,Agent_CH,SMW,Underground,Puzzles about Yoshi.,Normal,
Bowser's Coin Vault,15B6-0000-0189-B6F1,Agent_CH,SMB,Castle,A short level chock full of coins. Don't expect Bowser to just let you get away!,Easy,
Party of the Dead,1C77-0000-019B-18E6,Agent_CH,NSMBU,Ghost House,Can you survive the ghosts' party or will you join their ranks?,Normal,
Bowser's Tenacity,5189-0000-01A5-4CC0,Agent_CH,NSMBU,Castle,Bowser keeps coming back to try and stop you!,Normal,
"Foe Today, Friend Tomorrow",DB2B-0000-01B9-5C7C,Agent_CH,SMW,Ground,"One minute the Lakitus attack you, the next they help you.",Normal,
Welcome to the Jam. Go on Slam!,F7BB-0000-01AE-6270,MattadorD,SMW,Airship,It my take on basketball for the Mario world. Get dunked on Bowser!,Normal,
Boo's Bodacious Bachelor Pad,729B-0000-01A5-9A42,MattadorD,SMB3,Ghose House,Mario is stuck in Boo's Bachelor Pad. He has to treck all through the house to escape.,Expert,
Ancient Crystal Palace,2CF6-0000-01B3-347D,OberonCAS,SMW,Underwater/Underground,Explore a lost mysterious palace,Hard,
Fleet Admiral Mario,388C-0000-01AE-2101,OberonCAS,SMB3,Airship,Bring death to your enemies,Hard,
"Pyrio, Lord of Fire",E393-0000-01AC-4AE0,OberonCAS,NSMBU,Castle,Burn your enemies to a crisp,Hard,
Nightmare Mansion,FEA4-0000-01AA-E4E1,OberonCAS,NSMBU,Ghost House,This level is a nightmare,Hard,
A typical day in Ganon's castle.,70D8-0000-01A0-8115,OberonCAS,SMB,Castle,Ganon's daily routine,Hard,
Curious George Adventures,8659-0000-019E-E16A,OberonCAS,SMB,Ground,Cause some trouble as curious george (yes i know it's diddy),Hard,
House on Boo Hill,A458-0000-019E-84D0,OberonCAS,NSMBU,Ghost House,Can you make it out alive?,Hard,
Super Mario Star Fighter,5578-0000-019E-70F9,OberonCAS,NSMBU,Airship,Aerial combat,Normal,
I am legend,2541-0000-00E7-BF6E,OberonCAS,SMB,Underground/Underwater,"Be Link, the Hero of Time, exploring a water temple",Hard,
(1-1) In the beginning,0EB2-0000-00CB-B2FC,OberonCAS,SMB, Ground,My Mario game. Level 1-1,Easy/Normal,
(1-2) The next level,B6D4-0000-00CC-03E4,OberonCAS,NSMBU,Underground,My Mario game. Level 1-2,Normal,
(1-3) The water level,5DE7-0000-00CC-1605,OberonCAS,NSMBU,Underwater,My Mario game. Level 1-3,Easy/Normal,
(1-4) First showdown,59EC-0000-00CE-1FA3,OberonCAS,NSMBU,Castle,My Mario game. Level 1-4,Normal,
(2-1) A whole new world,F274-0000-00CE-4084,OberonCAS,NSMBU,Ground,My Mario game. Level 2-1,Normal,
(2-2) To new heights,DF13-0000-00CF-3790,OberonCAS,SMB3,Airship,My Mario game. Level 2-2,Normal,
(2-3) Boo's place,BDDE-0000-00D1-561B,OberonCAS,NSMBU,Ghost House,My Mario game. Level 2-3,Hard,
(2-4) The final battle,F077-0000-00D6-5B5D,OberonCAS,SMW,Castle,My Mario game. Level 2-4,Hard,
(Bonus) Star Road,00E1-0000-00D8-D255,OberonCAS,SMW,Ground/Underground,My Mario game. Bonus Level,Expert,
(Epilogue) Ending the bloodline,9045-0000-019E-D6BE,OberonCAS,NSMBU,Castle,My Mario game. Epilogue,Expert,
Bowser's Space Mining Company,1AED-0000-01B6-2936,Mintshire,SMB3,Underground,Space themed level with 4 different ways to complete.,Normal,https://supermariomakerbookmark.nintendo.net/courses/1AED-0000-01B6-2936
Goombastomp,01A4-0000-01BC-56FB,JeffWDH,SMB,Ground,Stomp some Goombas to escape this level.,Normal,https://dypqnhofrd2x2.cloudfront.net/01A4-0000-01BC-56FB_full.jpg
Let me out of here!,F922-0000-01BC-74B4,JeffWDH,SMB3,Ground/Underground,Find your way to the exit.,Normal,https://dypqnhofrd2x2.cloudfront.net/F922-0000-01BC-74B4_full.jpg
Donut Plains,3D2A-0000-01C1-1412,JeffWDH,SMW,Ground,Easy Donut Plains themed level.,Easy,https://dypqnhofrd2x2.cloudfront.net/3D2A-0000-01C1-1412_full.jpg
Haunted Escape,EE4F-0000-01C2-9F7B,JeffWDH,SMW,Ghost House,Can you find your way out?,Normal,https://dypqnhofrd2x2.cloudfront.net/EE4F-0000-01C2-9F7B_full.jpg
Nintendo,F6A2-0000-01C9-248F,AndrewIdaho,SMB,Ground,A replica of page 4 & 5 of the Super Mario Maker Handbook,Normal,https://supermariomakerbookmark.nintendo.net/courses/F6A2-0000-01C9-248F
Super Mario Bros. Level 1-2 Remix,CC59-0000-01C9-25CE,AndrewIdaho,SMB,Ground/Underground,A remix of Super Mario Bros. Level 1-2,Normal,https://supermariomakerbookmark.nintendo.net/courses/CC59-0000-01C9-25CE
Super Mario Bros. Level 1-4 Remix,1260-0000-01C9-2677,AndrewIdaho,SMB,Castle,A remix of Super Mario Bros. Level 1-4,Normal,https://supermariomakerbookmark.nintendo.net/courses/1260-0000-01C9-2677
Super Mario Bros. 3 Level 1-1 Remix,8F55-0000-01C9-275E,AndrewIdaho,SMB3,Ground/Underground,A remix of Super Mario Bros. 3 Level 1-1,Normal,https://supermariomakerbookmark.nintendo.net/courses/8F55-0000-01C9-275E
Super Mario Land Level 1-1 Remix,5DB1-0000-01C9-2940,AndrewIdaho,SMB,Ground/Underground,A remix of Super Mario Land Level 1-1,Normal,https://supermariomakerbookmark.nintendo.net/courses/5DB1-0000-01C9-2940
New Super Mario Bros DS Level 1-1 Remix,2501-0000-01C9-2A84,AndrewIdaho,NSMBU,Ground/Underground,A remix of New. Super Mario Bros. DS Level 1-1,Normal,https://supermariomakerbookmark.nintendo.net/courses/2501-0000-01C9-2A84
Underwater Level 1,6075-0000-01C9-2C00,AndrewIdaho,SMB,Underwater,A underwater level featuring random enemies.,Normal,https://supermariomakerbookmark.nintendo.net/courses/6075-0000-01C9-2C00
Azure Lagoon (2 Paths),5924-0000-01A7-5CEF,LunyRed,SMB3,Underwater,Fun traditional 2-way swimming underwater level. Each path has its own difficulty. ,Normal,http://i.imgur.com/07QDF6W.jpg
Retro Time! Traditional TV,1C43-0000-01CA-2BA9,LunyRed,SMB,Overworld,Simple traditional level with different Amiibo costumes at the end as rewards.,Easy,
Zvezda HQ: Sky Lab,CA8D-0000-01C8-4899,LunyRed,SMB3,Airship,"A very difficult stage that requires riding on Lakitu Clouds and appropriate timing. Watch out for the Lakitu Cloud timer, though.",Super Expert,http://i.imgur.com/OHrKJXG.jpg http://i.imgur.com/ZAsNdYG.jpg
Do or Die!,267F-0000-0159-EFEC,malcos,NSMBU,Castle,Ultra hard speedrun level,Extremely Hard,
Mario's 2D World 1-1,525C-0000-00D8-AEFE,Dangus,SMB,Ground/Underground,Tradtional Super Mario Bros level,Normal,
Mario's 2D World 1-2,29A1-0000-00F1-FC7C,Dangus,SMB,Underground,Tradtional Super Mario Bros level,Normal,
Luigi's 2D World,8B8C-0000-0166-4ABB,Dangus,SMB,Ghost House,Tradtional Super Mario Bros level,Hard,
Bomb Voyage!,3878-0000-01D3-9FF0,Frank,NSMBU,Castle/Castle,Defend yourself (and your raft) from an onslaught of enemies and bob-ombs!,Hard,https://dypqnhofrd2x2.cloudfront.net/3878-0000-01D3-9FF0.jpg
The Mario is Right! (Comments On),686B-0000-01D6-2613,Smergle123,SMB3,Underground/Undeground,Help Mario win on the hit game show... The Mario is Right!,Easy-Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHk7pJqm0g
TOO BAD! WALUIGI TIME!,529F-0000-01D3-4704,Agent_CH,SMB,Castle,You were expecting Mario to be the hero?,Easy,
Borgs SMB1 1-1 Remix,726A-0000-01D1-31BF,Borg1982,SMB,Ground,Checkpoint: Yes.  Powerups hidden in classic places.,Hard,https://supermariomakerbookmark.nintendo.net/profile/Borg1982
Borgs Mario 3 Fortress Remix v2,2A96-0000-01B8-2659,Borg1982,SMB3,Castle,Checkpoint: Yes.  Powerups in various places.,Hard,https://supermariomakerbookmark.nintendo.net/profile/Borg1982
Borgs Forest Ghost House Remix,DF8C-0000-01D2-6973,Borg1982,SMW,Ghost House,Checkpoint: Yes.  Think about how you'd beat Forest of Illusion Ghost House.,Hard,https://supermariomakerbookmark.nintendo.net/profile/Borg1982
Borgs Swimming Remix 2-2 & LostLvls,02B7-0000-0128-C3E6,Borg1982,SMB,Underwater,Checkpoint: Yes.  Enjoy two swimming sessions from Mario 1 & Lost lvls.,Medium,https://supermariomakerbookmark.nintendo.net/profile/Borg1982
Borgs SMB3 Airship Remix,64E9-0000-01D3-AA29,Borg1982,SMB3,Airship,Checkpoint: 2 total.  Sub-world is fast autoscroller remix of world 8 airship.,Medium,https://supermariomakerbookmark.nintendo.net/profile/Borg1982
Fort Remix..Do u rmembr the way?,1FC8-0000-01D7-DB25,Borg1982,SMB,Castle,Checkpoint: 2 total.  Do you remember Mario 1 & Lost Levels directions??,Hard,https://supermariomakerbookmark.nintendo.net/profile/Borg1982
Borgs SMB3 1-1 Remix,DE88-0000-01D1-2F8D,Borg1982,SMB3,Ground,Checkpoint: Yes.,,
Bubble Bobble 1-10,4BF4-0000-01CD-454B,Carl,SMB,Underground,Recreation of the first 10 stages from the NES game Bubble Bobble,Medium,
What!?!?,BADC-0000-01C5-97A5,Carl,NSMBU,Castle,A fairly fast autolevel,Easy,
Procrastination 2.0 (harder),8961-0000-01BF-2306,Carl,SMB,Underground,Jump from block to block to find the end.,Hard,
Needle in a Haystack 2: Pipe Hell,BCE6-0000-01B9-BA0B,Carl,NSMBU,Castle,Find the right pipe to get to the end.,Hard,
Welcome Home Master Bowser Jr.,1BDA-0000-01B5-124E,Carl,SMB,Ground/Castle,Play as Bowser Jr. as you roam the castle.,Medium,
Chitoge's Shaft Fantasia,CCC7-0000-01DB-CA1C,LunyRed,SMB,Ground/Castle,A difficult traditional level featuring the costume of Chitoge Kirisaki from Nisekoi,Super Expert,http://i.imgur.com/Q1bWlTF.jpg
Bowsers Subway,74D9-0000-01AD-934E,Carl,NSMBU,Underground,Bowser has a couple of underground trains loaded with enemies and a secret train.,Medium,
LOZ Dungeon 1,FBE3-0000-0194-9039,Carl,SMB,Underground,A recreation of the first dungeon for The Legend of Zelda on the NES.,Medium,
LOZ Dungeon 1 Version 2,7C7A-0000-01AC-49D4,Carl,SMB,Underwater,A recreation of the first dungeon for the Legend of Zelda on the NES that simulates the top down aspect with water.,Medium,
Super DK Maker,0F75-0000-018D-BFC6,Carl,SMB,Ground/Underground,Swing from vine to vine as DK,Hard,
Choices 2: 5 Levels of Difficult,054B-0000-01C5-5A21,Carl,SMW,Ground/Castle,"Pending on what pipe you choose, there are 5 levels of difficulty within this stage.",Variable,
Vexing Vines,C6F0-0000-01DC-45A7,Josh,SMB3,Underground,"Vine-based puzzles, and a vine obstacle course",Easy/Normal,
Trap Transport,062A-0000-01E2-B2D8,TheGugs,SMW,Ground/Castle,"Use precise jumping, P-Switches and tracks to navigate through the level, without taking a hit",Hard/Expert,https://d3esbfg30x759i.cloudfront.net/ss/WVW69i8fMnw_MYprii
8-2: A World of Hurt,9DF1-0000-01E2-CE11,Hill Giant,SMB,Underwater,"A very difficult level that requires timing and patience to navigate through until you get to the Bowser fight, where you must use the green Koopas to wear him down (or find the secret area with the fire flower). Don't wait for the big space in the Boo wheel.",Expert,
1-2: Koopa Troopa Doopa-Dee-Doo,80C9-0000-01E6-86D6,Hill Giant,SMB3,Underground,"An easy level that is supposed to give the feel of a Koopa factory, with a minigame sub-area.",Easy,
2-1: Multipurpose Galoomba,F98A-0000-01E1-7F14,Hill Giant,SMW,Ground/Underground,"As the name implies, Galoombas are multipurpose AF. Use them to defeat enemies, solve puzzles, and make the jump at the end. I find this level easy, but then again, I made it.",Variable,
Up Punch Thwomp,42DF-0000-01EB-A724,K-S-O,NSMBU,Ground,Use the beetle hat and wall-jumping to get through an obstacle of Thwomps.,Medium,
Castle Copter Clash,FA4C-0000-01E6-6A27,Agent_CH,SMW,Castle,A shmup in Bowser's Castle.,Normal,
The Lamps Don't Lie.,18A2-0000-01E5-BB85,Devory,SMB,Ghost House,"In Every Ghost House, there is a secret. This time, it's the lamps.",Expert,https://supermariomakerbookmark.nintendo.net/courses/18A2-0000-01E5-BB85
Daffodeck,26B3-0000-01EB-4508,Devory,SMW,Ground,Just a normal level with a plethera of secrets. Nothing too difficult!,Medium,https://supermariomakerbookmark.nintendo.net/courses/26B3-0000-01EB-4508
Spiketop Haverst,083D-0000-01EB-4825,Devory,SMB,Ground/Underground,Brace through a level filled with roaming spiketops and make your way to the other side!,Expert,https://supermariomakerbookmark.nintendo.net/courses/083D-0000-01EB-4825
JumpMan Ep 1,0595-0000-01EB-50DA,Devory,SMB,Castle,"Use the Cloud Bulletbill shooter to your advantage as you ride it all the way to the end, one jump at a time!",Super Expert,https://supermariomakerbookmark.nintendo.net/courses/0595-0000-01EB-50DA
Remember the Boos.,A0EC-0000-01EC-7596,Devory,SMB3,Ghost House,"This time in a Ghost House, use the boos on the other side of the wall to escape yours!",Medium,https://supermariomakerbookmark.nintendo.net/courses/A0EC-0000-01EC-7596
A Thwomp and His Friend.,5722-0000-01ED-66F6,Devory,SMW,Ground/Underground,A Thwomp needs a friend. Traverse through an adventure full of Thwomps and Winged Buzzy Beetles!,Expert,https://supermariomakerbookmark.nintendo.net/courses/5722-0000-01ED-66F6
Wario & the 4 Keys,4EDD-0000-01EE-8077,Devory,SMB,Ground/Underground,It's Wario's time! Make your way in a cave and out to find the 4 keys!,Expert,https://supermariomakerbookmark.nintendo.net/courses/4EDD-0000-01EE-8077
Little Bit of Everything,6C8A-0000-01F0-2F48,Nvts,SMW,Underground,"A little bit of kaizo training, shell jumps p jumps, pow misc",Super Expert,
Bomb-ominos!,A971-0000-01EF-E0DD,Devory,NSMBU,Ground,"With every Dominos, there are a chain of events. With Bomb-ombs... you better run!",Normal,https://supermariomakerbookmark.nintendo.net/courses/A971-0000-01EF-E0DD
Bomb-omb Bowling!!!,3813-0000-01F0-30A2,Devory,NSMBU,Ground,Bowling! Use the lone bomb-omb in the block to target the odd goomba out and attain a key for the next room!,Expert,https://supermariomakerbookmark.nintendo.net/courses/3813-0000-01F0-30A2
Crazy House,AE5D-0000-01EE-EE70,Daniel,SMB,Ground,A set of rooms ith different challenges to overcome!,Expert,
Super Maker Bros. W1-7,2E00-0000-01F4-22F7,NNID: trunks2003,SMB,Airship/Airship,Can you defeat Bowser Jr.'s Air Force Fleet?,Expert,https://supermariomakerbookmark.nintendo.net/courses/2E00-0000-01F4-22F7
Super Maker Bros. W1-8,C626-0000-01F5-07CF ,NNID: trunks2003,SMB,Castle/Castle,Can you defeat Bowser?,Expert,https://supermariomakerbookmark.nintendo.net/courses/C626-0000-01F5-07CF
The Mischievous Mahogany Mansion,F7B3-0000-01EE-5B43,LunyRed,SMW,Ghost House,An abandoned mansion that requires a password system to advance inside.,Super Expert,http://i.imgur.com/UsvU7UV.jpg
World K-1: Kangaroo ♡ Shortcuts!,588E-0000-01CD-8BFE,µ мιснаеl,SMB3,Ground,Shoe level with over 7 shortcuts. Huge multipath. shortcuts are faster route.,Easy,https://supermariomakerbookmark.nintendo.net/courses/588E-0000-01CD-8BFE
Шогld Σ-4: Lonk! … Halp!,8FA1-0000-0117-55EC,µ мιснаеl,SMB,Castle,Zelda Dungeon with multiple paths and 16 Amiibos,Normal,https://supermariomakerbookmark.nintendo.net/courses/8FA1-0000-0117-55EC
Fix-It Bros.,30B8-0000-01F9-7948,NNID: trunks2003,SMB,Ghost House,"Inspired by The Fix-It Felix Jr. arcade game from the movie Wreck-It Ralph
Bowser's gonna wreck it who is gonna fix it?",Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/30B8-0000-01F9-7948
Magi Koopa Castle,E3E9-0000-01FA-9AE3,chjunior,SMW,Castle,The only resources you have are the ones created by Magi Koopa's Magic.,Medium,https://supermariomakerbookmark.nintendo.net/courses/E3E9-0000-01FA-9AE3
Goomba Springs,C531-0000-02B8-72EA,chjunior,NSMBU,Ground,A sequence of challenges following the same theme.,Hard,https://supermariomakerbookmark.nintendo.net/courses/119F-0000-02AE-9433
Pit Palace,8628-0000-0296-45B2,chjunior,SMB3,Castle,A sequence of jump challenges where timing is the key.,Medium,https://supermariomakerbookmark.nintendo.net/courses/8628-0000-0296-45B2
A Nightmare on Luigi St. W2-2 ,253D-0000-01FA-DF4E,NNID: trunks2003,SMB,Ghost House/Castle,Inspired by The A Nightmare on Elm St. NES Game. ,Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/253D-0000-01FA-DF4E
A Nightmare on Luigi St. W2-3 ,1BC9-0000-01FD-F530,NNID: trunks2003,SMB,Ghost House,Inspired by The A Nightmare on Elm St. NES Game. ,Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/1BC9-0000-01FD-F530
A Nightmare on Luigi St. W2-4 ,28BD-0000-01FE-5F98,NNID: trunks2003,SMB,Ghost House,Inspired by The A Nightmare on Elm St. NES Game. ,Normal/Expert ,https://supermariomakerbookmark.nintendo.net/courses/28BD-0000-01FE-5F98
Super Maker Bros. W2-1,1DE6-0000-0200-0B6E,NNID: trunks2003,SMB,Underground,Can you get to the top of the mountain?,Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/1DE6-0000-0200-0B6E
A Nightmare on Luigi St. W3-1 ,513F-0000-0200-7E98,NNID: trunks2003,SMB,Ghost House,Inspired by The A Nightmare on Elm St. NES Game.,Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/513F-0000-0200-7E98
MarioWare Inc. Maker Microgame$!,6DDF-0000-0200-2BAD,Jack,SMW,Underground/Castle,"Inspired by the WarioWare series, you must complete a series of timed challenges.",Expert,https://supermariomakerbookmark.nintendo.net/courses/6DDF-0000-0200-2BAD
The Five Chambers of the Key,B317-0000-01F5-CCD2,Agent_CH,SMW,Ground/Underground,Trying out the new pink coins. Get the key and face the boss.,Normal,
Weird Mario's Weird World,CAC1-0000-01F9-0E9C,Figgy Moe,SMB,Airship/Water,Weird for the sake of weird. There are a few secrets in this level.,Expert,https://supermariomakerbookmark.nintendo.net/courses/CAC1-0000-01F9-0E9C
Super Happy Fun-time Bouncehouse,85A1-0000-021C-66B8,Figgy Moe,NSMBU,Castle,"A level guaranteed to frustrate you. Can you find the perfect spring to your step, or will you bounce right up to death's door? (newly updated due to broken track)",Expert,https://supermariomakerbookmark.nintendo.net/courses/85A1-0000-021C-66B8
go to your room young man,6136-0000-01D7-E868,Figgy Moe,SMB,Ghost House,Fools rush in where angels fear to tread.,Expert,https://supermariomakerbookmark.nintendo.net/courses/6136-0000-01D7-E868
Super Maker Bros. W2-2,119E-0000-0203-1C86,NNID: trunks2003,SMB,Underground,You got to the top of the mountain but can you conquer the Ice Castle and defeat King Rocky Wrench?,Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/119E-0000-0203-1C86
Bowser's Really Difficult Castle,1DB3-0000-010C-7C64,Herobrine81902,NSMBU,Castle,Can you clear the challenge with the many obstacles in your path?,Expert,
A Nightmare on Luigi St. W3-2 ,7E95-0000-0206-EC1B,"NNID: trunks2003
",SMB,Ghost House,Inspired by The A Nightmare on Elm St. NES Game.,Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/7E95-0000-0206-EC1B
Keep Jumping!,49FE-0000-018F-5702,Kylen,SMW,Castle,Donut blocks on tracks make for an interesting level.,Expert,
UFO Invasion!,7FB7-0000-0192-112D,Kylen,SMB3,Ground,Mario is abducted by aliens! Help him escape!,Normal,
Ghost Rooms!,1BFD-0000-01CF-08A7,Kylen,SMW,Ghost House,I'm getting a strange sense of deja-vu...,Normal,
One Screen Puzzle 1,3AF5-0000-01FB-FF72,Kylen,SMB,Underground,I pretty straightforward puzzle.,Normal,
Underwater Surfing,B9DD-0000-01FF-E437,Kylen,SMW,Water,Help Mario dodge flames in this fast paced underwater course.,Normal,
"Run, Bob-omb, Run!",22D8-0000-020A-5CF8,Kylen,SMB3,Ground,"Run from the bob-ombs exploding behind you, or be killed..",Normal,
Yoshi!,38B9-0000-020A-7933,Kylen,SMW,Ground/Castle,Use yoshi to help you get through the course.,Expert,
Gobbledygook 1-1,838A-0000-005F-B7FD,Scott(polypturf) ,SMB,Ground,Hold down run and don't let go...Old school timing platformer. ,Normal,
Gobbledygook Minus 1,CA53-0000-0207-3BE0,Scott(polypturf),SMW,Ground,Hold down run and jump at first.... then watch where the donuts fall. ,Normal ,
Super Gobbledygook 1,8EF7-0000-0206-E05C,Scott(polypturf),SMW,Ground,"Good ol platforming, Yoshi sacrificing, goodness. Lots if donuts. Pipes and platforming. ",Normal ,
Airship Gobbledygook ,5D8B-0000-020C-E484,Scott(polypturf),SMW,Airship,Classic platforming airship level. I had to add a secret warp to finish it myself. Look just before the checkpoint if it hurts. ,Normal/Hard,
One Screen: Piranha Panic,2B1F-0000-01FB-CD01,Frank,SMB,Underground,A one screen puzzle where piranhas and munchers stand between you and the goal.,Normal,
The Mad Shoe Dash! (Auto),D60A-0000-020C-9555,Frank,SMB,Ground,The most action-packed 13 seconds of Super Mario Maker! (Automatic),Easy,
Mario's Garden Adventure,B3D9-0000-0211-8F5F,Frank,SMB3,Ground/Ground,"Explore, climb, and jump through Mario's garden, all while trying to find the Key Coins to enter his house.",Normal,https://dypqnhofrd2x2.cloudfront.net/B3D9-0000-0211-8F5F.jpg
3D printing Mario,6A6A-0000-01F7-92E3,Matt,SMB,Ground,This stage 3D PRINTS PIXEL MARIO!! HOW COOL IS THAT??,Easy,https://dypqnhofrd2x2.cloudfront.net/6A6A-0000-01F7-92E3.jpg
Aero spinja V2,B64D-0000-0213-DC27,Miike,NSMBU,Airship,"Lots of platforming emphasizing air spins, spin jumps and triple spins across 3 different airships.  Lots of variety",Hard,
Use a Boo!,A4EB-0000-01F5-C0B5,Devory,NSMBU,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/A4EB-0000-01F5-C0B5
Spring-Along! 1,B028-0000-01F7-2BC0,Devory,NSMBU,Ground,,Normal,https://supermariomakerbookmark.nintendo.net/courses/B028-0000-01F7-2BC0
Bullet Bill Helpers,EAA7-0000-01F7-7E89,Devory,SMB,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/EAA7-0000-01F7-7E89
Haunted House of Trials!,EE98-0000-01F7-B9E3,Devory,NSMBU,Ghost House,,Normal,https://supermariomakerbookmark.nintendo.net/courses/EE98-0000-01F7-B9E3
Zero Suit Mission,4087-0000-01FA-1D7F,Devory,SMB,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/4087-0000-01FA-1D7F
A Chomp and His Friend,A154-0000-01FA-6FBB,Devory,NSMBU,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/A154-0000-01FA-6FBB
Bomb-omb Bowling!!! 2,BC56-0000-01FA-EB72,Devory,NSMBU,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/BC56-0000-01FA-EB72
Bomb-omb Skating!!!,F942-0000-01FB-B429,Devory,NSMBU,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/F942-0000-01FB-B429
